filename,text
2026/sport/rst.wav,Sportsman sequence reset.
2026/sport/mnvr01.wav,Q Loop. Full roll integrated at the top. Exit on a 45 downline.
2026/sport/mnvr02.wav,Bow Tie. Half roll on both 45 uplines. Exit inverted.
2026/sport/mnvr03.wav,"Down Humpty. Two quarter rolls on the downline, full roll on the upline."
2026/sport/mnvr04.wav,"Split S. Half roll to enter, positive snap on exit."
2026/sport/mnvr05.wav,"Hammerhead. Half roll on the upline, half roll on the downline."
2026/sport/mnvr06.wav,Goldfish. Two quarter rolls on the 45 upline.
2026/sport/mnvr07.wav,Down Humpty Bump. Three-quarter positive spin on entry. Exit inverted.
2026/sport/mnvr08.wav,"Down Sharks Tooth. Three-quarter roll on the downline, two quarter rolls on the upline. Exit inverted."
2026/sport/mnvr09.wav,180 Degree Inverted Aerobatic Turn.
2026/sport/mnvr10.wav,Down Fig N. Two rolls on the 45 upline.
