filename,text
de/default/b165d2.wav,180-Grad-Kunstflugwende im Rückenflug.
de/default/85ab47.wav,"270 Degree Roller. Ganze Rolle innen, halbe Rolle außen."
de/default/da0cb7.wav,270 Degree Roller. Drei ganze Rollen innen.
de/default/33df59.wav,45 Downline.
de/default/118a7f.wav,90 Degree Roller. Ganze Rolle innen. Ausstieg im Rückenflug.
de/default/3054df.wav,Down Fig N. Zwei Rollen auf der 45-Grad-Aufwärtslinie.
de/default/7843ae.wav,"Down Humpty. Zwei Viertelrollen auf der Abwärtslinie, ganze Rolle auf der Aufwärtslinie."
de/default/ff8000.wav,Down Humpty Bump. Positives Trudeln mit drei Vierteln einer Umdrehung beim Einstieg. Ausstieg im Rückenflug.
de/default/e14425.wav,"Down Loop. Außenlooping, entgegengesetzte Dreiviertelrolle, eindreiviertel positive Schnellrollen unten."
de/default/6410d4.wav,"Down Sharks Tooth. Dreiviertelrolle auf der Abwärtslinie, zwei Viertelrollen auf der Aufwärtslinie. Ausstieg im Rückenflug."
de/default/414026.wav,Down Sharks Tooth. Positives Trudeln mit zwei Umdrehungen beim Einstieg.
de/default/2d2053.wav,"Fig P. Vierpunktrolle auf der Aufwärtslinie, ganze Rolle oben, positive Schnellrolle beim Ausstieg."
de/default/67a43e.wav,Goldfish. Zwei Viertelrollen auf der 45-Grad-Aufwärtslinie.
de/default/460043.wav,Hammerhead.
de/default/ae3462.wav,"Hammerhead. Halbe Rolle auf der Aufwärtslinie, halbe Rolle auf der Abwärtslinie."
de/default/0e1c80.wav,"Humpty Bump. Halbe Rolle auf der Aufwärtslinie, halbe Rolle auf der Abwärtslinie."
de/default/df36d6.wav,"Immelmann. Eindreiviertel Rollen, entgegengesetzt positive Dreiviertel-Schnellrolle beim Einstieg. Außenlooping. Ganze Rolle entgegengesetzt, ganze Rolle beim Ausstieg."
de/default/5e8b19.wav,Immelmann. Halbe Rolle oben.
de/default/3a61a0.wav,"Laydown S. Halbe Rolle beim Einstieg, Außenlooping, negative Dreiviertel-Schnellrolle und Viertelrolle auf der 45-Grad-Linie, Innenlooping, Vierpunktrolle beim Ausstieg."
de/default/ceaecb.wav,Loop.
de/default/f10f90.wav,Q Loop. Ganze Rolle integriert oben. Ausstieg auf einer 45-Grad-Abwärtslinie.
de/default/699fed.wav,Advanced-ALT-Sequenz zurückgesetzt.
de/default/7ccc94.wav,Advanced-Sequenz zurückgesetzt.
de/default/2f7cd5.wav,Basic-Sequenz zurückgesetzt.
de/default/8f43d3.wav,Intermediate-ALT-Sequenz zurückgesetzt.
de/default/53ec08.wav,Intermediate-Sequenz zurückgesetzt.
de/default/4afef4.wav,Sportsman-Sequenz zurückgesetzt.
de/default/5aefed.wav,Unlimited-ALT-Sequenz zurückgesetzt.
de/default/379bd7.wav,Unlimited-Sequenz zurückgesetzt.
de/default/9a82e1.wav,Reverse Half Cuban. Halbe Rolle auf der 45-Grad-Aufwärtslinie.
de/default/e673a1.wav,Roll.
de/default/20f5b2.wav,Split S. Halbe Rolle zum Einstieg.
de/default/4b1714.wav,"Split S. Halbe Rolle zum Einstieg, positive Schnellrolle beim Ausstieg."
de/default/0a07d0.wav,"Tear Drop. Negative Dreiviertel-Schnellrolle und Viertelrolle auf der Aufwärtslinie, positive Schnellrolle unten."
de/default/6bb17e.wav,"Vertical Upline. Halbe Rolle, gedrückter Ausstieg."
