filename,text
2026/basic/fr/femme/rst.wav,Réinitialisation de la séquence Basic.
2026/basic/fr/femme/mnvr01.wav,Loop.
2026/basic/fr/femme/mnvr02.wav,Reverse Half Cuban. Demi-tonneau sur la montée à 45 degrés.
2026/basic/fr/femme/mnvr03.wav,Roll.
2026/basic/fr/femme/mnvr04.wav,Immelmann. Demi-tonneau au sommet.
2026/basic/fr/femme/mnvr05.wav,45 Downline.
2026/basic/fr/femme/mnvr06.wav,Hammerhead.
2026/basic/fr/femme/mnvr07.wav,"Humpty Bump. Demi-tonneau sur la montée, demi-tonneau sur la descente."
2026/basic/fr/femme/mnvr08.wav,"Vertical Upline. Demi-tonneau, sortie poussée."
2026/basic/fr/femme/mnvr09.wav,Down Sharks Tooth. Vrille positive de deux tours à l'entrée.
2026/basic/fr/femme/mnvr10.wav,Split S. Demi-tonneau pour entrer.
