filename,text
2026/sport/nl/default/rst.wav,Sportsman-sequentie gereset.
2026/sport/nl/default/mnvr01.wav,Q Loop. Volledige rol verwerkt bovenaan. Uitgang op een 45 graden daallijn.
2026/sport/nl/default/mnvr02.wav,Bow Tie. Halve rol op beide 45 graden stijglijnen. Uitgang ondersteboven.
2026/sport/nl/default/mnvr03.wav,"Down Humpty. Twee kwartrollen op de daallijn, volledige rol op de stijglijn."
2026/sport/nl/default/mnvr04.wav,"Split S. Halve rol om te beginnen, positieve snaproll bij de uitgang."
2026/sport/nl/default/mnvr05.wav,"Hammerhead. Halve rol op de stijglijn, halve rol op de daallijn."
2026/sport/nl/default/mnvr06.wav,Goldfish. Twee kwartrollen op de 45 graden stijglijn.
2026/sport/nl/default/mnvr07.wav,Down Humpty Bump. Positieve driekwart spin bij de ingang. Uitgang ondersteboven.
2026/sport/nl/default/mnvr08.wav,"Down Sharks Tooth. Driekwartrol op de daallijn, twee kwartrollen op de stijglijn. Uitgang ondersteboven."
2026/sport/nl/default/mnvr09.wav,180 Degree Inverted Aerobatic Turn.
2026/sport/nl/default/mnvr10.wav,Down Fig N. Twee rollen op de 45 graden stijglijn.
